Image Name,Source,D(0),D(1),D(2),Delta01,Delta02,|D(0)|,|D(1)|,|D(2)|,|Delta01|,|Delta02|
r16509308t.png,dalle3,16.3284,13.5051,14.8104,2.8233,1.5181,16.3284,13.5051,14.8104,2.8233,1.5181
r16654024t.png,dalle3,12.4160,10.3670,13.3706,2.0490,-0.9546,12.4160,10.3670,13.3706,2.0490,0.9546
r17217693t.png,dalle3,13.5165,11.0754,9.8116,2.4411,3.7049,13.5165,11.0754,9.8116,2.4411,3.7049
r18791531t.png,dalle3,14.5024,11.5498,10.1720,2.9527,4.3304,14.5024,11.5498,10.1720,2.9527,4.3304
r18798194t.png,dalle3,13.6597,10.6507,9.1836,3.0091,4.4762,13.6597,10.6507,9.1836,3.0091,4.4762
r18990432t.png,dalle3,14.5731,12.0503,10.3444,2.5228,4.2288,14.5731,12.0503,10.3444,2.5228,4.2288
r19183258t.png,dalle3,14.1236,11.2217,11.0036,2.9020,3.1200,14.1236,11.2217,11.0036,2.9020,3.1200
r10893508t.png,firefly,12.9372,11.2722,10.5275,1.6650,2.4097,12.9372,11.2722,10.5275,1.6650,2.4097
r10940798t.png,firefly,15.8900,13.1674,12.3347,2.7225,3.5553,15.8900,13.1674,12.3347,2.7225,3.5553
r11850456t.png,firefly,13.7583,11.1769,10.1886,2.5814,3.5697,13.7583,11.1769,10.1886,2.5814,3.5697
r12133015t.png,firefly,14.4560,11.5056,9.4653,2.9504,4.9908,14.4560,11.5056,9.4653,2.9504,4.9908
r12946364t.png,firefly,16.3264,12.5646,11.0759,3.7618,5.2505,16.3264,12.5646,11.0759,3.7618,5.2505
r13073518t.png,firefly,13.7732,11.1266,9.7889,2.6466,3.9843,13.7732,11.1266,9.7889,2.6466,3.9843
r13837601t.png,firefly,13.9970,11.7199,10.4999,2.2772,3.4972,13.9970,11.7199,10.4999,2.2772,3.4972
r13907965t.png,firefly,15.5774,12.9725,11.1937,2.6048,4.3837,15.5774,12.9725,11.1937,2.6048,4.3837
r13928401t.png,firefly,15.0632,13.0934,10.2938,1.9698,4.7694,15.0632,13.0934,10.2938,1.9698,4.7694
r14289905t.png,firefly,13.2664,10.7948,9.2139,2.4716,4.0525,13.2664,10.7948,9.2139,2.4716,4.0525
r15885978t.png,firefly,14.8620,12.3072,11.2107,2.5547,3.6512,14.8620,12.3072,11.2107,2.5547,3.6512
r15919202t.png,firefly,13.0146,10.7019,9.4869,2.3127,3.5277,13.0146,10.7019,9.4869,2.3127,3.5277
r16422663t.png,firefly,15.6754,13.6234,12.7632,2.0521,2.9122,15.6754,13.6234,12.7632,2.0521,2.9122
r16509308t.png,firefly,15.3608,12.0960,11.3701,3.2647,3.9907,15.3608,12.0960,11.3701,3.2647,3.9907
r16654024t.png,firefly,12.9242,12.6698,11.6799,0.2544,1.2443,12.9242,12.6698,11.6799,0.2544,1.2443
r17217693t.png,firefly,12.6530,11.0583,10.3858,1.5947,2.2672,12.6530,11.0583,10.3858,1.5947,2.2672
r18791531t.png,firefly,15.7142,12.8090,10.9871,2.9053,4.7271,15.7142,12.8090,10.9871,2.9053,4.7271
r18798194t.png,firefly,14.5623,11.7987,9.7283,2.7636,4.8339,14.5623,11.7987,9.7283,2.7636,4.8339
r18990432t.png,firefly,13.7716,12.8866,10.3798,0.8850,3.3918,13.7716,12.8866,10.3798,0.8850,3.3918
r19183258t.png,firefly,15.5634,12.5920,10.1853,2.9714,5.3781,15.5634,12.5920,10.1853,2.9714,5.3781
r10893508t.png,glide,12.8826,11.8169,11.1414,1.0657,1.7413,12.8826,11.8169,11.1414,1.0657,1.7413
r10940798t.png,glide,13.7474,12.7672,10.3215,0.9802,3.4258,13.7474,12.7672,10.3215,0.9802,3.4258
r11850456t.png,glide,14.1142,14.3406,10.3342,-0.2264,3.7800,14.1142,14.3406,10.3342,0.2264,3.7800
r12133015t.png,glide,13.8990,13.8127,12.3267,0.0863,1.5723,13.8990,13.8127,12.3267,0.0863,1.5723
r12946364t.png,glide,14.6734,23.5162,17.0784,-8.8429,-2.4050,14.6734,23.5162,17.0784,8.8429,2.4050
r13073518t.png,glide,14.1324,11.4563,10.5769,2.6761,3.5555,14.1324,11.4563,10.5769,2.6761,3.5555
r13837601t.png,glide,12.6710,11.2696,11.1605,1.4015,1.5106,12.6710,11.2696,11.1605,1.4015,1.5106
r13907965t.png,glide,14.2563,12.3917,11.3488,1.8646,2.9075,14.2563,12.3917,11.3488,1.8646,2.9075
r13928401t.png,glide,14.2156,10.4097,9.3420,3.8059,4.8736,14.2156,10.4097,9.3420,3.8059,4.8736
r14289905t.png,glide,17.1590,17.4966,14.8625,-0.3375,2.2965,17.1590,17.4966,14.8625,0.3375,2.2965
r15885978t.png,glide,15.5564,12.9355,12.8600,2.6209,2.6964,15.5564,12.9355,12.8600,2.6209,2.6964
r15919202t.png,glide,12.3334,15.9398,13.4187,-3.6063,-1.0852,12.3334,15.9398,13.4187,3.6063,1.0852
r16422663t.png,glide,14.6209,12.3769,11.1537,2.2440,3.4672,14.6209,12.3769,11.1537,2.2440,3.4672
r16509308t.png,glide,15.9947,14.3407,14.8656,1.6540,1.1291,15.9947,14.3407,14.8656,1.6540,1.1291
r16654024t.png,glide,11.3593,9.9015,16.9176,1.4578,-5.5583,11.3593,9.9015,16.9176,1.4578,5.5583
r17217693t.png,glide,11.6576,10.4011,9.1732,1.2565,2.4845,11.6576,10.4011,9.1732,1.2565,2.4845
r18791531t.png,glide,13.3408,12.9130,10.6597,0.4278,2.6811,13.3408,12.9130,10.6597,0.4278,2.6811
r18798194t.png,glide,16.0681,14.6159,13.5122,1.4522,2.5559,16.0681,14.6159,13.5122,1.4522,2.5559
r18990432t.png,glide,17.1447,12.2026,10.0083,4.9421,7.1364,17.1447,12.2026,10.0083,4.9421,7.1364
r19183258t.png,glide,14.7402,15.9728,14.3256,-1.2327,0.4146,14.7402,15.9728,14.3256,1.2327,0.4146
r10893508t.png,midjourney-v5,12.4132,10.2050,9.6853,2.2082,2.7279,12.4132,10.2050,9.6853,2.2082,2.7279
r10940798t.png,midjourney-v5,13.7310,11.0254,9.9852,2.7056,3.7458,13.7310,11.0254,9.9852,2.7056,3.7458
r11850456t.png,midjourney-v5,7.8660,7.1345,6.2122,0.7315,1.6538,7.8660,7.1345,6.2122,0.7315,1.6538
r12133015t.png,midjourney-v5,15.1851,12.7489,11.3801,2.4362,3.8050,15.1851,12.7489,11.3801,2.4362,3.8050
r12946364t.png,midjourney-v5,14.3904,11.8074,10.3620,2.5831,4.0284,14.3904,11.8074,10.3620,2.5831,4.0284
r13073518t.png,midjourney-v5,13.3369,11.3197,9.8377,2.0172,3.4992,13.3369,11.3197,9.8377,2.0172,3.4992
r13837601t.png,midjourney-v5,13.7814,11.3410,11.9758,2.4404,1.8056,13.7814,11.3410,11.9758,2.4404,1.8056
r13907965t.png,midjourney-v5,13.9714,11.5440,9.0576,2.4274,4.9138,13.9714,11.5440,9.0576,2.4274,4.9138
r13928401t.png,midjourney-v5,13.0242,11.6034,9.5915,1.4208,3.4327,13.0242,11.6034,9.5915,1.4208,3.4327
r14289905t.png,midjourney-v5,12.8399,12.1885,12.2719,0.6515,0.5680,12.8399,12.1885,12.2719,0.6515,0.5680
r15885978t.png,midjourney-v5,15.3788,12.4539,11.9016,2.9249,3.4772,15.3788,12.4539,11.9016,2.9249,3.4772
r15919202t.png,midjourney-v5,13.0152,11.2896,10.3412,1.7256,2.6740,13.0152,11.2896,10.3412,1.7256,2.6740
r16422663t.png,midjourney-v5,12.2951,10.0012,9.1169,2.2940,3.1782,12.2951,10.0012,9.1169,2.2940,3.1782
r16509308t.png,midjourney-v5,16.3614,12.3319,13.0018,4.0295,3.3595,16.3614,12.3319,13.0018,4.0295,3.3595
r16654024t.png,midjourney-v5,12.2937,11.7102,12.3484,0.5835,-0.0547,12.2937,11.7102,12.3484,0.5835,0.0547
r17217693t.png,midjourney-v5,12.9185,11.1559,10.5721,1.7626,2.3464,12.9185,11.1559,10.5721,1.7626,2.3464
r18791531t.png,midjourney-v5,15.0475,12.1111,11.4373,2.9364,3.6102,15.0475,12.1111,11.4373,2.9364,3.6102
r18798194t.png,midjourney-v5,15.0087,12.3950,11.2115,2.6137,3.7973,15.0087,12.3950,11.2115,2.6137,3.7973
r18990432t.png,midjourney-v5,13.8604,12.8076,10.4318,1.0529,3.4287,13.8604,12.8076,10.4318,1.0529,3.4287
r19183258t.png,midjourney-v5,15.0547,12.7805,10.0303,2.2741,5.0244,15.0547,12.7805,10.0303,2.2741,5.0244
r10893508t.png,real,14.4905,12.4080,10.1734,2.0826,4.3172,14.4905,12.4080,10.1734,2.0826,4.3172
r10940798t.png,real,13.2185,11.1128,11.0449,2.1057,2.1736,13.2185,11.1128,11.0449,2.1057,2.1736
r11850456t.png,real,16.2481,14.0929,13.1250,2.1552,3.1232,16.2481,14.0929,13.1250,2.1552,3.1232
r12133015t.png,real,15.4401,13.3051,13.3388,2.1350,2.1013,15.4401,13.3051,13.3388,2.1350,2.1013
r12946364t.png,real,16.0011,12.9079,10.4085,3.0933,5.5926,16.0011,12.9079,10.4085,3.0933,5.5926
r13073518t.png,real,15.1297,13.9677,12.2450,1.1620,2.8847,15.1297,13.9677,12.2450,1.1620,2.8847
r13837601t.png,real,13.6860,11.2460,9.4966,2.4401,4.1894,13.6860,11.2460,9.4966,2.4401,4.1894
r13907965t.png,real,13.8532,12.0785,10.5284,1.7747,3.3248,13.8532,12.0785,10.5284,1.7747,3.3248
r13928401t.png,real,12.3924,9.9714,8.8351,2.4210,3.5573,12.3924,9.9714,8.8351,2.4210,3.5573
r14289905t.png,real,12.3561,12.6327,12.1727,-0.2766,0.1834,12.3561,12.6327,12.1727,0.2766,0.1834
r15885978t.png,real,13.4690,10.2171,9.6019,3.2519,3.8671,13.4690,10.2171,9.6019,3.2519,3.8671
r15919202t.png,real,12.6189,10.4062,9.1168,2.2127,3.5021,12.6189,10.4062,9.1168,2.2127,3.5021
r16422663t.png,real,15.7222,13.9272,14.0281,1.7951,1.6941,15.7222,13.9272,14.0281,1.7951,1.6941
r16509308t.png,real,13.9629,12.0619,11.3661,1.9010,2.5967,13.9629,12.0619,11.3661,1.9010,2.5967
r16654024t.png,real,13.3326,12.8279,11.3852,0.5047,1.9474,13.3326,12.8279,11.3852,0.5047,1.9474
r17217693t.png,real,11.9565,9.8818,8.6506,2.0747,3.3059,11.9565,9.8818,8.6506,2.0747,3.3059
r18791531t.png,real,13.3973,13.3752,10.9862,0.0221,2.4111,13.3973,13.3752,10.9862,0.0221,2.4111
r18798194t.png,real,16.8736,14.8673,14.0546,2.0063,2.8189,16.8736,14.8673,14.0546,2.0063,2.8189
r18990432t.png,real,14.0781,11.0484,9.8981,3.0297,4.1800,14.0781,11.0484,9.8981,3.0297,4.1800
r19183258t.png,real,13.7748,12.0203,10.7014,1.7545,3.0734,13.7748,12.0203,10.7014,1.7545,3.0734
r10893508t.png,sd-1-3,12.7424,10.2565,9.0990,2.4859,3.6435,12.7424,10.2565,9.0990,2.4859,3.6435
r10940798t.png,sd-1-3,12.5608,9.5856,8.0812,2.9752,4.4795,12.5608,9.5856,8.0812,2.9752,4.4795
r11850456t.png,sd-1-3,12.7058,11.1151,10.4326,1.5906,2.2731,12.7058,11.1151,10.4326,1.5906,2.2731
r12133015t.png,sd-1-3,15.8648,12.4005,12.1117,3.4643,3.7532,15.8648,12.4005,12.1117,3.4643,3.7532
r12946364t.png,sd-1-3,14.2796,10.8024,8.8205,3.4772,5.4590,14.2796,10.8024,8.8205,3.4772,5.4590
r13073518t.png,sd-1-3,12.7872,10.2430,8.8363,2.5443,3.9509,12.7872,10.2430,8.8363,2.5443,3.9509
r13837601t.png,sd-1-3,13.6232,11.5366,10.3474,2.0866,3.2758,13.6232,11.5366,10.3474,2.0866,3.2758
r13907965t.png,sd-1-3,13.0723,10.6015,9.4731,2.4708,3.5992,13.0723,10.6015,9.4731,2.4708,3.5992
r13928401t.png,sd-1-3,16.0810,13.9992,15.4956,2.0818,0.5854,16.0810,13.9992,15.4956,2.0818,0.5854
r14289905t.png,sd-1-3,12.0721,10.7411,8.6039,1.3310,3.4682,12.0721,10.7411,8.6039,1.3310,3.4682
r15885978t.png,sd-1-3,13.3908,11.5956,10.3823,1.7952,3.0085,13.3908,11.5956,10.3823,1.7952,3.0085
r15919202t.png,sd-1-3,12.4774,10.2582,8.6559,2.2193,3.8216,12.4774,10.2582,8.6559,2.2193,3.8216
r16422663t.png,sd-1-3,13.3194,10.5002,10.3387,2.8192,2.9807,13.3194,10.5002,10.3387,2.8192,2.9807
r16509308t.png,sd-1-3,16.7585,12.7201,14.5242,4.0384,2.2343,16.7585,12.7201,14.5242,4.0384,2.2343
r16654024t.png,sd-1-3,12.8382,10.5243,11.8388,2.3140,0.9994,12.8382,10.5243,11.8388,2.3140,0.9994
r17217693t.png,sd-1-3,14.0221,12.5461,11.5124,1.4760,2.5097,14.0221,12.5461,11.5124,1.4760,2.5097
r18791531t.png,sd-1-3,13.8355,11.4719,9.9176,2.3636,3.9179,13.8355,11.4719,9.9176,2.3636,3.9179
r18798194t.png,sd-1-3,12.2801,10.0509,8.4192,2.2292,3.8609,12.2801,10.0509,8.4192,2.2292,3.8609
r18990432t.png,sd-1-3,14.1368,12.0459,12.5844,2.0909,1.5524,14.1368,12.0459,12.5844,2.0909,1.5524
r19183258t.png,sd-1-3,12.8058,10.6717,9.2043,2.1342,3.6016,12.8058,10.6717,9.2043,2.1342,3.6016
r10893508t.png,sd-1-4,13.6008,12.1972,11.0474,1.4036,2.5534,13.6008,12.1972,11.0474,1.4036,2.5534
r10940798t.png,sd-1-4,14.3134,11.4844,10.2682,2.8289,4.0451,14.3134,11.4844,10.2682,2.8289,4.0451
r11850456t.png,sd-1-4,13.3346,12.9114,11.9571,0.4233,1.3775,13.3346,12.9114,11.9571,0.4233,1.3775
r12133015t.png,sd-1-4,16.9465,13.5151,12.5715,3.4314,4.3749,16.9465,13.5151,12.5715,3.4314,4.3749
r12946364t.png,sd-1-4,14.0784,11.2883,11.0370,2.7901,3.0414,14.0784,11.2883,11.0370,2.7901,3.0414
r13073518t.png,sd-1-4,13.7631,11.3552,9.9425,2.4079,3.8205,13.7631,11.3552,9.9425,2.4079,3.8205
r13837601t.png,sd-1-4,12.9731,10.1938,8.7145,2.7793,4.2586,12.9731,10.1938,8.7145,2.7793,4.2586
r13907965t.png,sd-1-4,14.5478,11.4131,11.6163,3.1347,2.9315,14.5478,11.4131,11.6163,3.1347,2.9315
r13928401t.png,sd-1-4,12.4901,9.7328,8.8959,2.7573,3.5943,12.4901,9.7328,8.8959,2.7573,3.5943
r14289905t.png,sd-1-4,12.2770,10.8572,10.2774,1.4199,1.9996,12.2770,10.8572,10.2774,1.4199,1.9996
r15885978t.png,sd-1-4,14.2211,11.8188,10.7636,2.4023,3.4575,14.2211,11.8188,10.7636,2.4023,3.4575
r15919202t.png,sd-1-4,12.5975,10.4055,8.7039,2.1921,3.8936,12.5975,10.4055,8.7039,2.1921,3.8936
r16422663t.png,sd-1-4,12.6896,9.9730,9.1873,2.7166,3.5024,12.6896,9.9730,9.1873,2.7166,3.5024
r16509308t.png,sd-1-4,16.5999,12.5126,12.4378,4.0873,4.1621,16.5999,12.5126,12.4378,4.0873,4.1621
r16654024t.png,sd-1-4,12.4597,9.8792,10.3911,2.5804,2.0685,12.4597,9.8792,10.3911,2.5804,2.0685
r17217693t.png,sd-1-4,12.3418,10.7963,10.3048,1.5455,2.0370,12.3418,10.7963,10.3048,1.5455,2.0370
r18791531t.png,sd-1-4,13.9965,11.7305,10.3811,2.2660,3.6154,13.9965,11.7305,10.3811,2.2660,3.6154
r18798194t.png,sd-1-4,12.2854,9.7743,8.9624,2.5111,3.3230,12.2854,9.7743,8.9624,2.5111,3.3230
r18990432t.png,sd-1-4,14.5792,12.4336,11.7136,2.1456,2.8656,14.5792,12.4336,11.7136,2.1456,2.8656
r19183258t.png,sd-1-4,13.3668,11.0899,9.7257,2.2769,3.6411,13.3668,11.0899,9.7257,2.2769,3.6411
r10893508t.png,sd-2,13.3344,10.9872,8.8679,2.3472,4.4665,13.3344,10.9872,8.8679,2.3472,4.4665
r10940798t.png,sd-2,13.6407,10.7552,9.6079,2.8856,4.0329,13.6407,10.7552,9.6079,2.8856,4.0329
r11850456t.png,sd-2,13.0136,11.4644,9.7451,1.5491,3.2685,13.0136,11.4644,9.7451,1.5491,3.2685
r12133015t.png,sd-2,14.4503,12.9427,11.5673,1.5076,2.8829,14.4503,12.9427,11.5673,1.5076,2.8829
r12946364t.png,sd-2,11.9627,9.4266,8.2238,2.5361,3.7389,11.9627,9.4266,8.2238,2.5361,3.7389
r13073518t.png,sd-2,12.5100,10.1378,8.6148,2.3722,3.8952,12.5100,10.1378,8.6148,2.3722,3.8952
r13837601t.png,sd-2,13.4180,11.1309,10.0781,2.2871,3.3400,13.4180,11.1309,10.0781,2.2871,3.3400
r13907965t.png,sd-2,13.1843,10.6832,8.9195,2.5011,4.2648,13.1843,10.6832,8.9195,2.5011,4.2648
r13928401t.png,sd-2,15.4712,12.8257,10.3995,2.6455,5.0717,15.4712,12.8257,10.3995,2.6455,5.0717
r14289905t.png,sd-2,15.5467,13.6115,11.7853,1.9352,3.7614,15.5467,13.6115,11.7853,1.9352,3.7614
r15885978t.png,sd-2,15.4480,13.8604,14.0401,1.5876,1.4079,15.4480,13.8604,14.0401,1.5876,1.4079
r15919202t.png,sd-2,12.0501,10.5397,9.2659,1.5105,2.7842,12.0501,10.5397,9.2659,1.5105,2.7842
r16422663t.png,sd-2,14.7491,12.4951,10.6191,2.2539,4.1299,14.7491,12.4951,10.6191,2.2539,4.1299
r16509308t.png,sd-2,14.5297,11.4913,11.4772,3.0384,3.0525,14.5297,11.4913,11.4772,3.0384,3.0525
r16654024t.png,sd-2,15.1112,11.2275,11.4746,3.8838,3.6366,15.1112,11.2275,11.4746,3.8838,3.6366
r17217693t.png,sd-2,12.4500,10.4131,9.2814,2.0369,3.1686,12.4500,10.4131,9.2814,2.0369,3.1686
r18791531t.png,sd-2,14.3317,12.1409,9.9180,2.1908,4.4137,14.3317,12.1409,9.9180,2.1908,4.4137
r18798194t.png,sd-2,12.8470,10.0699,8.7284,2.7771,4.1185,12.8470,10.0699,8.7284,2.7771,4.1185
r18990432t.png,sd-2,13.5074,11.2618,9.3588,2.2456,4.1486,13.5074,11.2618,9.3588,2.2456,4.1486
r19183258t.png,sd-2,16.8312,12.0750,10.8740,4.7562,5.9572,16.8312,12.0750,10.8740,4.7562,5.9572
r10893508t.png,sd-xl,13.2219,10.7497,9.5242,2.4723,3.6977,13.2219,10.7497,9.5242,2.4723,3.6977
r10940798t.png,sd-xl,13.6632,10.7540,10.3593,2.9092,3.3039,13.6632,10.7540,10.3593,2.9092,3.3039
r11850456t.png,sd-xl,14.8185,11.8232,11.0026,2.9953,3.8159,14.8185,11.8232,11.0026,2.9953,3.8159
r12133015t.png,sd-xl,15.1397,12.7188,10.7179,2.4209,4.4218,15.1397,12.7188,10.7179,2.4209,4.4218
r12946364t.png,sd-xl,14.5926,12.0030,9.3024,2.5895,5.2901,14.5926,12.0030,9.3024,2.5895,5.2901
r13073518t.png,sd-xl,13.6466,10.3363,8.9456,3.3103,4.7010,13.6466,10.3363,8.9456,3.3103,4.7010
r13837601t.png,sd-xl,14.8081,11.8908,11.7662,2.9173,3.0419,14.8081,11.8908,11.7662,2.9173,3.0419
r13907965t.png,sd-xl,14.2036,11.1437,10.0798,3.0599,4.1238,14.2036,11.1437,10.0798,3.0599,4.1238
r13928401t.png,sd-xl,17.2606,14.5859,9.9741,2.6747,7.2865,17.2606,14.5859,9.9741,2.6747,7.2865
r14289905t.png,sd-xl,13.8309,10.6525,9.6146,3.1784,4.2163,13.8309,10.6525,9.6146,3.1784,4.2163
r15885978t.png,sd-xl,14.3229,11.8123,10.9089,2.5106,3.4140,14.3229,11.8123,10.9089,2.5106,3.4140
r15919202t.png,sd-xl,12.6526,11.0028,9.6610,1.6498,2.9916,12.6526,11.0028,9.6610,1.6498,2.9916
r16422663t.png,sd-xl,13.3390,10.3687,8.8519,2.9703,4.4871,13.3390,10.3687,8.8519,2.9703,4.4871
r16509308t.png,sd-xl,14.5699,11.8672,13.1067,2.7028,1.4633,14.5699,11.8672,13.1067,2.7028,1.4633
r16654024t.png,sd-xl,14.0397,13.1818,12.6877,0.8579,1.3520,14.0397,13.1818,12.6877,0.8579,1.3520
r17217693t.png,sd-xl,12.5229,10.3019,8.9514,2.2210,3.5715,12.5229,10.3019,8.9514,2.2210,3.5715
r18791531t.png,sd-xl,14.5557,11.3710,10.5915,3.1846,3.9642,14.5557,11.3710,10.5915,3.1846,3.9642
r18798194t.png,sd-xl,13.8122,11.0793,9.9673,2.7329,3.8449,13.8122,11.0793,9.9673,2.7329,3.8449
r18990432t.png,sd-xl,13.6152,10.9909,9.3508,2.6243,4.2644,13.6152,10.9909,9.3508,2.6243,4.2644
r19183258t.png,sd-xl,15.6019,12.8086,13.6923,2.7933,1.9096,15.6019,12.8086,13.6923,2.7933,1.9096
