Image Name,Source,D(0),D(1),D(2),Delta01,Delta02,|D(0)|,|D(1)|,|D(2)|,|Delta01|,|Delta02|
r18990432t.png,dalle2,15.0433,14.0894,15.5576,0.9539,-0.5143,15.0433,14.0894,15.5576,0.9539,0.5143
r19183258t.png,dalle2,15.8939,12.7631,13.4341,3.1309,2.4598,15.8939,12.7631,13.4341,3.1309,2.4598
r10893508t.png,dalle3,16.0044,13.8691,14.4898,2.1354,1.5147,16.0044,13.8691,14.4898,2.1354,1.5147
r10940798t.png,dalle3,13.8870,12.1313,14.4900,1.7557,-0.6030,13.8870,12.1313,14.4900,1.7557,0.6030
r11850456t.png,dalle3,14.2089,12.8777,13.8002,1.3312,0.4087,14.2089,12.8777,13.8002,1.3312,0.4087
r12133015t.png,dalle3,14.0946,13.7152,15.0299,0.3795,-0.9353,14.0946,13.7152,15.0299,0.3795,0.9353
r12946364t.png,dalle3,14.5258,13.0421,14.7168,1.4837,-0.1910,14.5258,13.0421,14.7168,1.4837,0.1910
r13073518t.png,dalle3,15.1385,12.7269,14.6618,2.4116,0.4768,15.1385,12.7269,14.6618,2.4116,0.4768
r13837601t.png,dalle3,14.0713,11.7436,13.1752,2.3276,0.8960,14.0713,11.7436,13.1752,2.3276,0.8960
r13907965t.png,dalle3,14.7143,12.4890,13.4865,2.2252,1.2278,14.7143,12.4890,13.4865,2.2252,1.2278
r13928401t.png,dalle3,15.2605,13.9341,15.8210,1.3264,-0.5605,15.2605,13.9341,15.8210,1.3264,0.5605
r14289905t.png,dalle3,14.8612,13.5311,13.3008,1.3300,1.5603,14.8612,13.5311,13.3008,1.3300,1.5603
r15885978t.png,dalle3,15.2555,13.1703,13.9991,2.0851,1.2564,15.2555,13.1703,13.9991,2.0851,1.2564
r15919202t.png,dalle3,14.0801,13.3006,14.8603,0.7795,-0.7802,14.0801,13.3006,14.8603,0.7795,0.7802
r16422663t.png,dalle3,13.6959,12.0607,13.4985,1.6352,0.1974,13.6959,12.0607,13.4985,1.6352,0.1974
r16509308t.png,dalle3,16.5225,14.5157,13.1306,2.0068,3.3920,16.5225,14.5157,13.1306,2.0068,3.3920
r16654024t.png,dalle3,13.8372,11.9101,13.0345,1.9272,0.8027,13.8372,11.9101,13.0345,1.9272,0.8027
r17217693t.png,dalle3,13.8595,11.8356,12.7648,2.0238,1.0947,13.8595,11.8356,12.7648,2.0238,1.0947
r18791531t.png,dalle3,13.5949,12.3663,14.1067,1.2286,-0.5118,13.5949,12.3663,14.1067,1.2286,0.5118
r18798194t.png,dalle3,13.7295,12.5170,13.2046,1.2125,0.5249,13.7295,12.5170,13.2046,1.2125,0.5249
r18990432t.png,dalle3,15.1763,13.8170,14.8977,1.3593,0.2785,15.1763,13.8170,14.8977,1.3593,0.2785
r19183258t.png,dalle3,14.4563,12.9603,14.3484,1.4960,0.1079,14.4563,12.9603,14.3484,1.4960,0.1079
r10893508t.png,firefly,14.8810,13.1475,14.0768,1.7335,0.8042,14.8810,13.1475,14.0768,1.7335,0.8042
r10940798t.png,firefly,15.7050,14.2451,15.9467,1.4598,-0.2417,15.7050,14.2451,15.9467,1.4598,0.2417
r11850456t.png,firefly,13.9635,12.7413,13.5081,1.2222,0.4554,13.9635,12.7413,13.5081,1.2222,0.4554
r12133015t.png,firefly,13.7021,12.2893,13.6432,1.4128,0.0589,13.7021,12.2893,13.6432,1.4128,0.0589
r12946364t.png,firefly,15.2134,13.0558,14.1002,2.1576,1.1132,15.2134,13.0558,14.1002,2.1576,1.1132
r13073518t.png,firefly,14.1723,12.9418,13.8630,1.2304,0.3093,14.1723,12.9418,13.8630,1.2304,0.3093
r13837601t.png,firefly,14.6795,11.8662,12.9409,2.8133,1.7386,14.6795,11.8662,12.9409,2.8133,1.7386
r13907965t.png,firefly,16.5488,14.6258,14.8164,1.9231,1.7324,16.5488,14.6258,14.8164,1.9231,1.7324
r13928401t.png,firefly,15.0287,14.4899,15.3889,0.5387,-0.3602,15.0287,14.4899,15.3889,0.5387,0.3602
r14289905t.png,firefly,14.7822,11.8651,12.6111,2.9170,2.1711,14.7822,11.8651,12.6111,2.9170,2.1711
r15885978t.png,firefly,15.2204,13.6469,14.2724,1.5735,0.9480,15.2204,13.6469,14.2724,1.5735,0.9480
r15919202t.png,firefly,14.4184,12.2620,12.9828,2.1564,1.4356,14.4184,12.2620,12.9828,2.1564,1.4356
r16422663t.png,firefly,16.0139,15.8615,16.8843,0.1524,-0.8704,16.0139,15.8615,16.8843,0.1524,0.8704
r16509308t.png,firefly,15.5547,12.5681,14.4275,2.9866,1.1272,15.5547,12.5681,14.4275,2.9866,1.1272
r16654024t.png,firefly,15.8631,13.9599,13.9412,1.9032,1.9219,15.8631,13.9599,13.9412,1.9032,1.9219
r17217693t.png,firefly,14.9173,13.4135,14.4327,1.5038,0.4846,14.9173,13.4135,14.4327,1.5038,0.4846
r18791531t.png,firefly,15.6946,12.8158,14.8682,2.8789,0.8265,15.6946,12.8158,14.8682,2.8789,0.8265
r18798194t.png,firefly,14.8425,12.5433,13.5160,2.2992,1.3264,14.8425,12.5433,13.5160,2.2992,1.3264
r18990432t.png,firefly,14.1363,12.6021,15.2571,1.5342,-1.1209,14.1363,12.6021,15.2571,1.5342,1.1209
r19183258t.png,firefly,15.0994,12.4375,15.4656,2.6619,-0.3661,15.0994,12.4375,15.4656,2.6619,0.3661
r10893508t.png,glide,13.7367,13.7179,14.3400,0.0188,-0.6033,13.7367,13.7179,14.3400,0.0188,0.6033
r10940798t.png,glide,14.3019,12.6410,14.0042,1.6609,0.2977,14.3019,12.6410,14.0042,1.6609,0.2977
r11850456t.png,glide,16.1863,12.7363,15.9003,3.4500,0.2860,16.1863,12.7363,15.9003,3.4500,0.2860
r12133015t.png,glide,16.2742,15.7563,17.5278,0.5179,-1.2536,16.2742,15.7563,17.5278,0.5179,1.2536
r12946364t.png,glide,25.3006,18.5315,21.2573,6.7691,4.0433,25.3006,18.5315,21.2573,6.7691,4.0433
r13073518t.png,glide,14.9985,13.5578,14.1330,1.4407,0.8655,14.9985,13.5578,14.1330,1.4407,0.8655
r13837601t.png,glide,14.5939,14.0462,13.6644,0.5477,0.9295,14.5939,14.0462,13.6644,0.5477,0.9295
r13907965t.png,glide,15.4846,15.3270,16.2491,0.1576,-0.7645,15.4846,15.3270,16.2491,0.1576,0.7645
r13928401t.png,glide,13.7033,11.7712,12.5140,1.9322,1.1894,13.7033,11.7712,12.5140,1.9322,1.1894
r14289905t.png,glide,14.7113,16.4466,16.6708,-1.7353,-1.9595,14.7113,16.4466,16.6708,1.7353,1.9595
r15885978t.png,glide,16.0549,15.6027,16.2506,0.4521,-0.1957,16.0549,15.6027,16.2506,0.4521,0.1957
r15919202t.png,glide,17.2866,14.9015,17.7747,2.3851,-0.4882,17.2866,14.9015,17.7747,2.3851,0.4882
r16422663t.png,glide,15.2056,14.7005,15.4565,0.5050,-0.2509,15.2056,14.7005,15.4565,0.5050,0.2509
r16509308t.png,glide,15.9660,16.2368,15.7291,-0.2708,0.2370,15.9660,16.2368,15.7291,0.2708,0.2370
r16654024t.png,glide,14.5221,11.7412,12.9570,2.7809,1.5651,14.5221,11.7412,12.9570,2.7809,1.5651
r17217693t.png,glide,13.2116,11.8261,12.3894,1.3855,0.8222,13.2116,11.8261,12.3894,1.3855,0.8222
r18791531t.png,glide,14.6014,12.7918,15.4935,1.8096,-0.8921,14.6014,12.7918,15.4935,1.8096,0.8921
r18798194t.png,glide,18.7764,17.8322,18.8710,0.9442,-0.0946,18.7764,17.8322,18.8710,0.9442,0.0946
r18990432t.png,glide,15.1331,13.4367,14.0487,1.6964,1.0845,15.1331,13.4367,14.0487,1.6964,1.0845
r19183258t.png,glide,18.4220,13.4248,17.2899,4.9972,1.1321,18.4220,13.4248,17.2899,4.9972,1.1321
r10893508t.png,midjourney-v5,12.7848,10.6764,12.2508,2.1084,0.5340,12.7848,10.6764,12.2508,2.1084,0.5340
r10940798t.png,midjourney-v5,13.8625,12.5572,13.4844,1.3053,0.3781,13.8625,12.5572,13.4844,1.3053,0.3781
r11850456t.png,midjourney-v5,7.4715,7.6517,8.4567,-0.1802,-0.9852,7.4715,7.6517,8.4567,0.1802,0.9852
r12133015t.png,midjourney-v5,15.2740,13.3694,14.7689,1.9046,0.5051,15.2740,13.3694,14.7689,1.9046,0.5051
r12946364t.png,midjourney-v5,14.8569,13.1537,15.4852,1.7032,-0.6282,14.8569,13.1537,15.4852,1.7032,0.6282
r13073518t.png,midjourney-v5,14.4973,12.1666,13.6847,2.3307,0.8126,14.4973,12.1666,13.6847,2.3307,0.8126
r13837601t.png,midjourney-v5,13.7744,11.7964,13.2365,1.9780,0.5379,13.7744,11.7964,13.2365,1.9780,0.5379
r13907965t.png,midjourney-v5,14.1968,12.6306,13.1577,1.5662,1.0391,14.1968,12.6306,13.1577,1.5662,1.0391
r13928401t.png,midjourney-v5,12.8438,12.5815,13.4360,0.2623,-0.5922,12.8438,12.5815,13.4360,0.2623,0.5922
r14289905t.png,midjourney-v5,14.3975,13.4751,13.5446,0.9224,0.8529,14.3975,13.4751,13.5446,0.9224,0.8529
r15885978t.png,midjourney-v5,15.1170,12.9960,14.3220,2.1211,0.7951,15.1170,12.9960,14.3220,2.1211,0.7951
r15919202t.png,midjourney-v5,14.6125,13.5833,14.4122,1.0291,0.2003,14.6125,13.5833,14.4122,1.0291,0.2003
r16422663t.png,midjourney-v5,12.9727,12.4949,12.0653,0.4778,0.9074,12.9727,12.4949,12.0653,0.4778,0.9074
r16509308t.png,midjourney-v5,15.2896,12.8840,13.5384,2.4055,1.7512,15.2896,12.8840,13.5384,2.4055,1.7512
r16654024t.png,midjourney-v5,14.6647,12.9200,14.7605,1.7447,-0.0958,14.6647,12.9200,14.7605,1.7447,0.0958
r17217693t.png,midjourney-v5,14.2506,13.1701,14.2741,1.0805,-0.0234,14.2506,13.1701,14.2741,1.0805,0.0234
r18791531t.png,midjourney-v5,14.5592,13.4460,14.9246,1.1132,-0.3654,14.5592,13.4460,14.9246,1.1132,0.3654
r18798194t.png,midjourney-v5,15.7873,13.7127,14.6746,2.0746,1.1127,15.7873,13.7127,14.6746,2.0746,1.1127
r18990432t.png,midjourney-v5,14.9582,13.5500,14.4470,1.4082,0.5112,14.9582,13.5500,14.4470,1.4082,0.5112
r19183258t.png,midjourney-v5,14.2112,12.8487,16.6356,1.3625,-2.4244,14.2112,12.8487,16.6356,1.3625,2.4244
r10893508t.png,real,14.5357,13.1573,14.5870,1.3784,-0.0514,14.5357,13.1573,14.5870,1.3784,0.0514
r10940798t.png,real,14.3691,14.7065,14.8458,-0.3374,-0.4767,14.3691,14.7065,14.8458,0.3374,0.4767
r11850456t.png,real,17.3497,15.5369,16.9843,1.8128,0.3654,17.3497,15.5369,16.9843,1.8128,0.3654
r12133015t.png,real,16.3969,16.8383,16.4774,-0.4414,-0.0806,16.3969,16.8383,16.4774,0.4414,0.0806
r12946364t.png,real,15.8744,10.7384,12.2082,5.1360,3.6662,15.8744,10.7384,12.2082,5.1360,3.6662
r13073518t.png,real,17.6389,14.9944,16.2662,2.6445,1.3727,17.6389,14.9944,16.2662,2.6445,1.3727
r13837601t.png,real,13.6759,12.7540,13.4705,0.9219,0.2054,13.6759,12.7540,13.4705,0.9219,0.2054
r13907965t.png,real,14.8909,13.6578,14.6476,1.2331,0.2433,14.8909,13.6578,14.6476,1.2331,0.2433
r13928401t.png,real,13.2375,11.6657,12.4727,1.5717,0.7647,13.2375,11.6657,12.4727,1.5717,0.7647
r14289905t.png,real,13.6395,15.6739,12.7461,-2.0345,0.8934,13.6395,15.6739,12.7461,2.0345,0.8934
r15885978t.png,real,13.9095,12.7677,13.2534,1.1418,0.6561,13.9095,12.7677,13.2534,1.1418,0.6561
r15919202t.png,real,13.0460,12.2460,12.8520,0.7999,0.1940,13.0460,12.2460,12.8520,0.7999,0.1940
r16422663t.png,real,16.8725,18.7915,19.1664,-1.9190,-2.2939,16.8725,18.7915,19.1664,1.9190,2.2939
r16509308t.png,real,15.1222,12.9417,15.7185,2.1805,-0.5963,15.1222,12.9417,15.7185,2.1805,0.5963
r16654024t.png,real,15.0574,17.1211,13.8717,-2.0637,1.1857,15.0574,17.1211,13.8717,2.0637,1.1857
r17217693t.png,real,12.9460,11.7822,12.4626,1.1638,0.4834,12.9460,11.7822,12.4626,1.1638,0.4834
r18791531t.png,real,14.2267,13.5768,16.3347,0.6500,-2.1079,14.2267,13.5768,16.3347,0.6500,2.1079
r18798194t.png,real,18.4933,16.7827,18.5350,1.7106,-0.0417,18.4933,16.7827,18.5350,1.7106,0.0417
r18990432t.png,real,14.6732,13.8507,14.3565,0.8225,0.3166,14.6732,13.8507,14.3565,0.8225,0.3166
r19183258t.png,real,14.6591,14.2286,15.3084,0.4304,-0.6494,14.6591,14.2286,15.3084,0.4304,0.6494
r10893508t.png,sd-1-3,13.4037,11.4234,13.0559,1.9803,0.3478,13.4037,11.4234,13.0559,1.9803,0.3478
r10940798t.png,sd-1-3,12.7132,10.3289,10.8803,2.3843,1.8329,12.7132,10.3289,10.8803,2.3843,1.8329
r11850456t.png,sd-1-3,13.9548,13.2831,13.7226,0.6717,0.2322,13.9548,13.2831,13.7226,0.6717,0.2322
r12133015t.png,sd-1-3,14.3245,13.1765,14.4979,1.1479,-0.1735,14.3245,13.1765,14.4979,1.1479,0.1735
r12946364t.png,sd-1-3,13.6335,11.7405,12.6174,1.8931,1.0162,13.6335,11.7405,12.6174,1.8931,1.0162
r13073518t.png,sd-1-3,13.4465,11.6295,12.6448,1.8170,0.8016,13.4465,11.6295,12.6448,1.8170,0.8016
r13837601t.png,sd-1-3,13.6971,11.4015,13.1974,2.2955,0.4997,13.6971,11.4015,13.1974,2.2955,0.4997
r13907965t.png,sd-1-3,13.5319,11.2169,12.6922,2.3150,0.8397,13.5319,11.2169,12.6922,2.3150,0.8397
r13928401t.png,sd-1-3,18.0503,13.5405,15.9970,4.5098,2.0533,18.0503,13.5405,15.9970,4.5098,2.0533
r14289905t.png,sd-1-3,14.0793,10.9978,11.9579,3.0814,2.1213,14.0793,10.9978,11.9579,3.0814,2.1213
r15885978t.png,sd-1-3,14.6289,12.0518,12.8704,2.5771,1.7586,14.6289,12.0518,12.8704,2.5771,1.7586
r15919202t.png,sd-1-3,12.9614,11.5217,12.4153,1.4396,0.5461,12.9614,11.5217,12.4153,1.4396,0.5461
r16422663t.png,sd-1-3,14.2470,11.1736,11.0846,3.0734,3.1623,14.2470,11.1736,11.0846,3.0734,3.1623
r16509308t.png,sd-1-3,15.5509,13.0373,15.0571,2.5136,0.4937,15.5509,13.0373,15.0571,2.5136,0.4937
r16654024t.png,sd-1-3,15.3748,13.1443,12.9879,2.2305,2.3869,15.3748,13.1443,12.9879,2.2305,2.3869
r17217693t.png,sd-1-3,15.9348,14.1362,14.5985,1.7986,1.3363,15.9348,14.1362,14.5985,1.7986,1.3363
r18791531t.png,sd-1-3,14.4429,11.9666,13.0544,2.4763,1.3885,14.4429,11.9666,13.0544,2.4763,1.3885
r18798194t.png,sd-1-3,14.2664,10.7315,12.3079,3.5349,1.9585,14.2664,10.7315,12.3079,3.5349,1.9585
r18990432t.png,sd-1-3,15.1180,13.0546,14.3362,2.0634,0.7818,15.1180,13.0546,14.3362,2.0634,0.7818
r19183258t.png,sd-1-3,13.2335,11.2815,12.3829,1.9520,0.8506,13.2335,11.2815,12.3829,1.9520,0.8506
r10893508t.png,sd-1-4,14.8599,13.7109,14.7449,1.1490,0.1150,14.8599,13.7109,14.7449,1.1490,0.1150
r10940798t.png,sd-1-4,14.4608,11.9726,12.3182,2.4881,2.1426,14.4608,11.9726,12.3182,2.4881,2.1426
r11850456t.png,sd-1-4,14.6090,14.2305,15.4033,0.3784,-0.7943,14.6090,14.2305,15.4033,0.3784,0.7943
r12133015t.png,sd-1-4,16.7595,12.2702,14.5929,4.4893,2.1666,16.7595,12.2702,14.5929,4.4893,2.1666
r12946364t.png,sd-1-4,14.3061,11.4835,13.2517,2.8226,1.0544,14.3061,11.4835,13.2517,2.8226,1.0544
r13073518t.png,sd-1-4,14.1934,12.3368,12.5541,1.8566,1.6393,14.1934,12.3368,12.5541,1.8566,1.6393
r13837601t.png,sd-1-4,12.9127,10.6259,10.8923,2.2867,2.0203,12.9127,10.6259,10.8923,2.2867,2.0203
r13907965t.png,sd-1-4,14.2985,12.3874,13.6212,1.9111,0.6773,14.2985,12.3874,13.6212,1.9111,0.6773
r13928401t.png,sd-1-4,13.8346,11.7450,12.1430,2.0896,1.6916,13.8346,11.7450,12.1430,2.0896,1.6916
r14289905t.png,sd-1-4,13.4519,11.6323,12.3959,1.8196,1.0560,13.4519,11.6323,12.3959,1.8196,1.0560
r15885978t.png,sd-1-4,15.2898,12.0884,12.5282,3.2014,2.7617,15.2898,12.0884,12.5282,3.2014,2.7617
r15919202t.png,sd-1-4,13.1574,12.0456,12.2840,1.1119,0.8734,13.1574,12.0456,12.2840,1.1119,0.8734
r16422663t.png,sd-1-4,12.9605,11.8682,13.1294,1.0923,-0.1690,12.9605,11.8682,13.1294,1.0923,0.1690
r16509308t.png,sd-1-4,15.3426,12.9893,16.0492,2.3533,-0.7066,15.3426,12.9893,16.0492,2.3533,0.7066
r16654024t.png,sd-1-4,15.6122,13.2643,13.4014,2.3480,2.2108,15.6122,13.2643,13.4014,2.3480,2.2108
r17217693t.png,sd-1-4,14.9003,12.9656,13.8315,1.9346,1.0688,14.9003,12.9656,13.8315,1.9346,1.0688
r18791531t.png,sd-1-4,14.8078,12.4028,13.2747,2.4050,1.5331,14.8078,12.4028,13.2747,2.4050,1.5331
r18798194t.png,sd-1-4,14.0978,10.6943,12.2482,3.4035,1.8495,14.0978,10.6943,12.2482,3.4035,1.8495
r18990432t.png,sd-1-4,15.0500,12.8185,13.9575,2.2316,1.0925,15.0500,12.8185,13.9575,2.2316,1.0925
r19183258t.png,sd-1-4,13.6532,11.2648,12.2753,2.3884,1.3779,13.6532,11.2648,12.2753,2.3884,1.3779
r10893508t.png,sd-2,13.9931,12.0700,13.0339,1.9230,0.9592,13.9931,12.0700,13.0339,1.9230,0.9592
r10940798t.png,sd-2,13.6958,12.4597,12.7704,1.2361,0.9253,13.6958,12.4597,12.7704,1.2361,0.9253
r11850456t.png,sd-2,13.7920,11.8173,13.1427,1.9747,0.6493,13.7920,11.8173,13.1427,1.9747,0.6493
r12133015t.png,sd-2,15.4832,12.3003,14.6388,3.1829,0.8444,15.4832,12.3003,14.6388,3.1829,0.8444
r12946364t.png,sd-2,12.9577,10.6269,11.3766,2.3309,1.5811,12.9577,10.6269,11.3766,2.3309,1.5811
r13073518t.png,sd-2,13.5405,11.5664,11.9445,1.9741,1.5960,13.5405,11.5664,11.9445,1.9741,1.5960
r13837601t.png,sd-2,15.1949,14.0200,13.4843,1.1749,1.7107,15.1949,14.0200,13.4843,1.1749,1.7107
r13907965t.png,sd-2,13.7037,11.6930,12.9389,2.0107,0.7648,13.7037,11.6930,12.9389,2.0107,0.7648
r13928401t.png,sd-2,16.0887,14.0350,12.8950,2.0537,3.1937,16.0887,14.0350,12.8950,2.0537,3.1937
r14289905t.png,sd-2,18.3505,11.7478,13.8522,6.6026,4.4983,18.3505,11.7478,13.8522,6.6026,4.4983
r15885978t.png,sd-2,18.1741,12.3352,15.2604,5.8390,2.9137,18.1741,12.3352,15.2604,5.8390,2.9137
r15919202t.png,sd-2,13.4313,14.3005,13.5156,-0.8692,-0.0843,13.4313,14.3005,13.5156,0.8692,0.0843
r16422663t.png,sd-2,15.8704,11.5514,13.9179,4.3190,1.9525,15.8704,11.5514,13.9179,4.3190,1.9525
r16509308t.png,sd-2,15.2612,12.2470,13.9635,3.0142,1.2978,15.2612,12.2470,13.9635,3.0142,1.2978
r16654024t.png,sd-2,16.6590,16.2262,14.4041,0.4328,2.2549,16.6590,16.2262,14.4041,0.4328,2.2549
r17217693t.png,sd-2,13.6737,10.8558,11.2164,2.8179,2.4573,13.6737,10.8558,11.2164,2.8179,2.4573
r18791531t.png,sd-2,14.3170,12.1045,14.9484,2.2126,-0.6314,14.3170,12.1045,14.9484,2.2126,0.6314
r18798194t.png,sd-2,12.8435,10.3341,11.5311,2.5094,1.3124,12.8435,10.3341,11.5311,2.5094,1.3124
r18990432t.png,sd-2,14.1402,11.6050,12.8285,2.5352,1.3117,14.1402,11.6050,12.8285,2.5352,1.3117
r19183258t.png,sd-2,15.6446,11.6313,14.7132,4.0133,0.9314,15.6446,11.6313,14.7132,4.0133,0.9314
r10893508t.png,sd-xl,15.0125,11.7907,12.7181,3.2218,2.2944,15.0125,11.7907,12.7181,3.2218,2.2944
r10940798t.png,sd-xl,13.6475,12.5653,13.8245,1.0822,-0.1770,13.6475,12.5653,13.8245,1.0822,0.1770
r11850456t.png,sd-xl,15.1550,12.5924,13.0166,2.5625,2.1383,15.1550,12.5924,13.0166,2.5625,2.1383
r12133015t.png,sd-xl,15.4127,12.8997,14.4478,2.5130,0.9650,15.4127,12.8997,14.4478,2.5130,0.9650
r12946364t.png,sd-xl,15.1279,12.2860,13.4723,2.8419,1.6556,15.1279,12.2860,13.4723,2.8419,1.6556
r13073518t.png,sd-xl,13.7864,11.5871,12.5495,2.1993,1.2369,13.7864,11.5871,12.5495,2.1993,1.2369
r13837601t.png,sd-xl,15.4174,12.5205,12.7255,2.8969,2.6919,15.4174,12.5205,12.7255,2.8969,2.6919
r13907965t.png,sd-xl,14.3499,11.5745,13.1124,2.7754,1.2375,14.3499,11.5745,13.1124,2.7754,1.2375
r13928401t.png,sd-xl,16.8392,17.2236,14.7737,-0.3844,2.0655,16.8392,17.2236,14.7737,0.3844,2.0655
r14289905t.png,sd-xl,14.6863,11.4175,13.0864,3.2688,1.5999,14.6863,11.4175,13.0864,3.2688,1.5999
r15885978t.png,sd-xl,15.8351,12.8623,14.6296,2.9728,1.2055,15.8351,12.8623,14.6296,2.9728,1.2055
r15919202t.png,sd-xl,12.8922,12.6302,13.4719,0.2620,-0.5797,12.8922,12.6302,13.4719,0.2620,0.5797
r16422663t.png,sd-xl,13.7405,11.2757,12.4804,2.4648,1.2601,13.7405,11.2757,12.4804,2.4648,1.2601
r16509308t.png,sd-xl,15.9198,14.3562,12.7265,1.5635,3.1932,15.9198,14.3562,12.7265,1.5635,3.1932
r16654024t.png,sd-xl,15.7271,14.9838,14.3080,0.7433,1.4191,15.7271,14.9838,14.3080,0.7433,1.4191
r17217693t.png,sd-xl,13.9738,11.1729,11.6480,2.8009,2.3258,13.9738,11.1729,11.6480,2.8009,2.3258
r18791531t.png,sd-xl,15.8926,12.1871,13.1671,3.7056,2.7255,15.8926,12.1871,13.1671,3.7056,2.7255
r18798194t.png,sd-xl,14.5419,11.9251,13.2665,2.6168,1.2754,14.5419,11.9251,13.2665,2.6168,1.2754
r18990432t.png,sd-xl,13.8645,11.8119,13.3068,2.0525,0.5576,13.8645,11.8119,13.3068,2.0525,0.5576
r19183258t.png,sd-xl,15.9679,13.3117,14.6922,2.6562,1.2757,15.9679,13.3117,14.6922,2.6562,1.2757
